LocID,Location,VarID,Variant,Time,MidPeriod,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
50,Bangladesh,2,Medium,1950,1950.5,0-4,0,5,3169.321,3068.531,6237.852
50,Bangladesh,2,Medium,1951,1951.5,0-4,0,5,3238.214,3142.251,6380.465
50,Bangladesh,2,Medium,1952,1952.5,0-4,0,5,3272.273,3186.486,6458.759
50,Bangladesh,2,Medium,1953,1953.5,0-4,0,5,3309.422,3232.332,6541.754
50,Bangladesh,2,Medium,1954,1954.5,0-4,0,5,3374.387,3301.539,6675.926
50,Bangladesh,2,Medium,1955,1955.5,0-4,0,5,3479.373,3406.056,6885.429
50,Bangladesh,2,Medium,1956,1956.5,0-4,0,5,3596.771,3526.176,7122.947
50,Bangladesh,2,Medium,1957,1957.5,0-4,0,5,3747.32,3670.266,7417.586
50,Bangladesh,2,Medium,1958,1958.5,0-4,0,5,3919.07,3830.668,7749.738
50,Bangladesh,2,Medium,1959,1959.5,0-4,0,5,4097.98,3998.019,8095.999
50,Bangladesh,2,Medium,1960,1960.5,0-4,0,5,4276.674,4168.295,8444.969
50,Bangladesh,2,Medium,1961,1961.5,0-4,0,5,4500.918,4377.162,8878.08
50,Bangladesh,2,Medium,1962,1962.5,0-4,0,5,4671.789,4539.538,9211.327
50,Bangladesh,2,Medium,1963,1963.5,0-4,0,5,4809.708,4673.761,9483.469
50,Bangladesh,2,Medium,1964,1964.5,0-4,0,5,4948.897,4809.68,9758.577
50,Bangladesh,2,Medium,1965,1965.5,0-4,0,5,5117.328,4972.304,10089.632
50,Bangladesh,2,Medium,1966,1966.5,0-4,0,5,5300.779,5151.129,10451.908
50,Bangladesh,2,Medium,1967,1967.5,0-4,0,5,5497.009,5338.005,10835.014
50,Bangladesh,2,Medium,1968,1968.5,0-4,0,5,5694.567,5524.113,11218.68
50,Bangladesh,2,Medium,1969,1969.5,0-4,0,5,5859.687,5681.261,11540.948
50,Bangladesh,2,Medium,1970,1970.5,0-4,0,5,5964.774,5786.082,11750.856
50,Bangladesh,2,Medium,1971,1971.5,0-4,0,5,6082.811,5901.725,11984.536
50,Bangladesh,2,Medium,1972,1972.5,0-4,0,5,6120.673,5945.983,12066.656
50,Bangladesh,2,Medium,1973,1973.5,0-4,0,5,6107.477,5944.332,12051.809
50,Bangladesh,2,Medium,1974,1974.5,0-4,0,5,6105.616,5951.712,12057.328
50,Bangladesh,2,Medium,1975,1975.5,0-4,0,5,6176.07,6023.785,12199.855
50,Bangladesh,2,Medium,1976,1976.5,0-4,0,5,6293.516,6148.63,12442.146
50,Bangladesh,2,Medium,1977,1977.5,0-4,0,5,6446.848,6292.751,12739.599
50,Bangladesh,2,Medium,1978,1978.5,0-4,0,5,6634.95,6459.807,13094.757
50,Bangladesh,2,Medium,1979,1979.5,0-4,0,5,6834.322,6634.607,13468.929
50,Bangladesh,2,Medium,1980,1980.5,0-4,0,5,7027.748,6805.658,13833.406
50,Bangladesh,2,Medium,1981,1981.5,0-4,0,5,7254.411,7006.883,14261.294
50,Bangladesh,2,Medium,1982,1982.5,0-4,0,5,7413.04,7151.376,14564.416
50,Bangladesh,2,Medium,1983,1983.5,0-4,0,5,7523.097,7256.448,14779.545
50,Bangladesh,2,Medium,1984,1984.5,0-4,0,5,7616.525,7349.107,14965.632
50,Bangladesh,2,Medium,1985,1985.5,0-4,0,5,7720.87,7453.413,15174.283
50,Bangladesh,2,Medium,1986,1986.5,0-4,0,5,7826.784,7557.837,15384.621
50,Bangladesh,2,Medium,1987,1987.5,0-4,0,5,7913.036,7640.738,15553.774
50,Bangladesh,2,Medium,1988,1988.5,0-4,0,5,7985.048,7707.668,15692.716
50,Bangladesh,2,Medium,1989,1989.5,0-4,0,5,8041.873,7759.818,15801.691
50,Bangladesh,2,Medium,1990,1990.5,0-4,0,5,8086.878,7802.669,15889.547
50,Bangladesh,2,Medium,1991,1991.5,0-4,0,5,8142.234,7856.35,15998.584
50,Bangladesh,2,Medium,1992,1992.5,0-4,0,5,8166.765,7875.871,16042.636
50,Bangladesh,2,Medium,1993,1993.5,0-4,0,5,8172.117,7874.898,16047.015
50,Bangladesh,2,Medium,1994,1994.5,0-4,0,5,8175.601,7872.343,16047.944
50,Bangladesh,2,Medium,1995,1995.5,0-4,0,5,8191.587,7883.681,16075.268
50,Bangladesh,2,Medium,1996,1996.5,0-4,0,5,8215.266,7898.222,16113.488
50,Bangladesh,2,Medium,1997,1997.5,0-4,0,5,8241.003,7919.167,16160.17
50,Bangladesh,2,Medium,1998,1998.5,0-4,0,5,8267.433,7944.175,16211.608
50,Bangladesh,2,Medium,1999,1999.5,0-4,0,5,8288.897,7965.57,16254.467
50,Bangladesh,2,Medium,2000,2000.5,0-4,0,5,8302.945,7979.205,16282.15
50,Bangladesh,2,Medium,2001,2001.5,0-4,0,5,8349.77,8018.699,16368.469
50,Bangladesh,2,Medium,2002,2002.5,0-4,0,5,8364.196,8026.934,16391.13
50,Bangladesh,2,Medium,2003,2003.5,0-4,0,5,8349.049,8008.163,16357.212
50,Bangladesh,2,Medium,2004,2004.5,0-4,0,5,8307.292,7967.986,16275.278
50,Bangladesh,2,Medium,2005,2005.5,0-4,0,5,8243.886,7912.821,16156.707
50,Bangladesh,2,Medium,2006,2006.5,0-4,0,5,8206.175,7871.666,16077.841
50,Bangladesh,2,Medium,2007,2007.5,0-4,0,5,8121.264,7790.216,15911.48
50,Bangladesh,2,Medium,2008,2008.5,0-4,0,5,8008.795,7684.428,15693.223
50,Bangladesh,2,Medium,2009,2009.5,0-4,0,5,7896.029,7576.468,15472.497
50,Bangladesh,2,Medium,2010,2010.5,0-4,0,5,7803.759,7483.66,15287.419
50,Bangladesh,2,Medium,2011,2011.5,0-4,0,5,7694.323,7381.893,15076.216
50,Bangladesh,2,Medium,2012,2012.5,0-4,0,5,7622.62,7312.207,14934.827
50,Bangladesh,2,Medium,2013,2013.5,0-4,0,5,7578.281,7266.187,14844.468
50,Bangladesh,2,Medium,2014,2014.5,0-4,0,5,7542.686,7228.194,14770.88
50,Bangladesh,2,Medium,2015,2015.5,0-4,0,5,7504.37,7188.77,14693.14
50,Bangladesh,2,Medium,2016,2016.5,0-4,0,5,7493.733,7175.348,14669.081
50,Bangladesh,2,Medium,2017,2017.5,0-4,0,5,7462.638,7144.224,14606.862
50,Bangladesh,2,Medium,2018,2018.5,0-4,0,5,7416.567,7100.046,14516.613
50,Bangladesh,2,Medium,2019,2019.5,0-4,0,5,7366.404,7052.342,14418.746
50,Bangladesh,2,Medium,2020,2020.5,0-4,0,5,7320.193,7007.986,14328.179
50,Bangladesh,2,Medium,2021,2021.5,0-4,0,5,7283.207,6971.514,14254.721
50,Bangladesh,2,Medium,2022,2022.5,0-4,0,5,7234.372,6924.726,14159.098
50,Bangladesh,2,Medium,2023,2023.5,0-4,0,5,7176.743,6870.006,14046.749
50,Bangladesh,2,Medium,2024,2024.5,0-4,0,5,7111.534,6807.965,13919.499
50,Bangladesh,2,Medium,2025,2025.5,0-4,0,5,7041.05,6740.485,13781.535
50,Bangladesh,2,Medium,2026,2026.5,0-4,0,5,6969.605,6672.415,13642.02
50,Bangladesh,2,Medium,2027,2027.5,0-4,0,5,6889.433,6595.333,13484.766
50,Bangladesh,2,Medium,2028,2028.5,0-4,0,5,6803.225,6511.94,13315.165
50,Bangladesh,2,Medium,2029,2029.5,0-4,0,5,6714.635,6426.149,13140.784
50,Bangladesh,2,Medium,2030,2030.5,0-4,0,5,6626.425,6340.916,12967.341
50,Bangladesh,2,Medium,2031,2031.5,0-4,0,5,6536.659,6253.8,12790.459
50,Bangladesh,2,Medium,2032,2032.5,0-4,0,5,6452.525,6172.582,12625.107
50,Bangladesh,2,Medium,2033,2033.5,0-4,0,5,6371.98,6095.112,12467.092
50,Bangladesh,2,Medium,2034,2034.5,0-4,0,5,6291.793,6017.988,12309.781
50,Bangladesh,2,Medium,2035,2035.5,0-4,0,5,6210.229,5939.378,12149.607
50,Bangladesh,2,Medium,2036,2036.5,0-4,0,5,6139.833,5871.387,12011.22
50,Bangladesh,2,Medium,2037,2037.5,0-4,0,5,6063.962,5798.173,11862.135
50,Bangladesh,2,Medium,2038,2038.5,0-4,0,5,5984.67,5721.62,11706.29
50,Bangladesh,2,Medium,2039,2039.5,0-4,0,5,5905.931,5645.543,11551.474
50,Bangladesh,2,Medium,2040,2040.5,0-4,0,5,5831.179,5573.254,11404.433
50,Bangladesh,2,Medium,2041,2041.5,0-4,0,5,5767.334,5511.652,11278.986
50,Bangladesh,2,Medium,2042,2042.5,0-4,0,5,5703.063,5449.698,11152.761
50,Bangladesh,2,Medium,2043,2043.5,0-4,0,5,5639.363,5388.241,11027.604
50,Bangladesh,2,Medium,2044,2044.5,0-4,0,5,5576.871,5327.801,10904.672
50,Bangladesh,2,Medium,2045,2045.5,0-4,0,5,5516.746,5269.448,10786.194
50,Bangladesh,2,Medium,2046,2046.5,0-4,0,5,5467.59,5222.365,10689.955
50,Bangladesh,2,Medium,2047,2047.5,0-4,0,5,5416.957,5173.726,10590.683
50,Bangladesh,2,Medium,2048,2048.5,0-4,0,5,5364.999,5123.536,10488.535
50,Bangladesh,2,Medium,2049,2049.5,0-4,0,5,5311.627,5071.693,10383.32
50,Bangladesh,2,Medium,2050,2050.5,0-4,0,5,5257.374,5018.793,10276.167
50,Bangladesh,2,Medium,2051,2051.5,0-4,0,5,5212.196,4975.751,10187.947
50,Bangladesh,2,Medium,2052,2052.5,0-4,0,5,5159.977,4925.702,10085.679
50,Bangladesh,2,Medium,2053,2053.5,0-4,0,5,5103.07,4870.887,9973.957
50,Bangladesh,2,Medium,2054,2054.5,0-4,0,5,5044.777,4814.459,9859.236
50,Bangladesh,2,Medium,2055,2055.5,0-4,0,5,4987.754,4758.951,9746.705
50,Bangladesh,2,Medium,2056,2056.5,0-4,0,5,4934.187,4708.08,9642.267
50,Bangladesh,2,Medium,2057,2057.5,0-4,0,5,4881.757,4658.061,9539.818
50,Bangladesh,2,Medium,2058,2058.5,0-4,0,5,4830.206,4608.587,9438.793
50,Bangladesh,2,Medium,2059,2059.5,0-4,0,5,4778.613,4558.717,9337.33
50,Bangladesh,2,Medium,2060,2060.5,0-4,0,5,4726.714,4508.154,9234.868
50,Bangladesh,2,Medium,2061,2061.5,0-4,0,5,4681.334,4465.3,9146.634
50,Bangladesh,2,Medium,2062,2062.5,0-4,0,5,4634.425,4420.736,9055.161
50,Bangladesh,2,Medium,2063,2063.5,0-4,0,5,4586.336,4374.66,8960.996
50,Bangladesh,2,Medium,2064,2064.5,0-4,0,5,4538.002,4327.898,8865.9
50,Bangladesh,2,Medium,2065,2065.5,0-4,0,5,4490.473,4281.454,8771.927
50,Bangladesh,2,Medium,2066,2066.5,0-4,0,5,4450.63,4243.969,8694.599
50,Bangladesh,2,Medium,2067,2067.5,0-4,0,5,4408.555,4204.044,8612.599
50,Bangladesh,2,Medium,2068,2068.5,0-4,0,5,4365.105,4162.403,8527.508
50,Bangladesh,2,Medium,2069,2069.5,0-4,0,5,4321.513,4120.214,8441.727
50,Bangladesh,2,Medium,2070,2070.5,0-4,0,5,4279.138,4078.805,8357.943
50,Bangladesh,2,Medium,2071,2071.5,0-4,0,5,4243.718,4045.568,8289.286
50,Bangladesh,2,Medium,2072,2072.5,0-4,0,5,4207.331,4011.247,8218.578
50,Bangladesh,2,Medium,2073,2073.5,0-4,0,5,4170.242,3975.987,8146.229
50,Bangladesh,2,Medium,2074,2074.5,0-4,0,5,4132.525,3939.746,8072.271
50,Bangladesh,2,Medium,2075,2075.5,0-4,0,5,4094.617,3902.883,7997.5
50,Bangladesh,2,Medium,2076,2076.5,0-4,0,5,4063.72,3874.097,7937.817
50,Bangladesh,2,Medium,2077,2077.5,0-4,0,5,4029.607,3841.943,7871.55
50,Bangladesh,2,Medium,2078,2078.5,0-4,0,5,3993.233,3807.266,7800.499
50,Bangladesh,2,Medium,2079,2079.5,0-4,0,5,3956.082,3771.501,7727.583
50,Bangladesh,2,Medium,2080,2080.5,0-4,0,5,3919.517,3735.982,7655.499
50,Bangladesh,2,Medium,2081,2081.5,0-4,0,5,3888.831,3707.117,7595.948
50,Bangladesh,2,Medium,2082,2082.5,0-4,0,5,3857.462,3677.483,7534.945
50,Bangladesh,2,Medium,2083,2083.5,0-4,0,5,3825.304,3646.886,7472.19
50,Bangladesh,2,Medium,2084,2084.5,0-4,0,5,3791.97,3614.895,7406.865
50,Bangladesh,2,Medium,2085,2085.5,0-4,0,5,3757.574,3581.622,7339.196
50,Bangladesh,2,Medium,2086,2086.5,0-4,0,5,3730.047,3555.763,7285.81
50,Bangladesh,2,Medium,2087,2087.5,0-4,0,5,3699.102,3526.519,7225.621
50,Bangladesh,2,Medium,2088,2088.5,0-4,0,5,3665.628,3494.618,7160.246
50,Bangladesh,2,Medium,2089,2089.5,0-4,0,5,3631.177,3461.533,7092.71
50,Bangladesh,2,Medium,2090,2090.5,0-4,0,5,3597.146,3428.673,7025.819
50,Bangladesh,2,Medium,2091,2091.5,0-4,0,5,3568.976,3402.169,6971.145
50,Bangladesh,2,Medium,2092,2092.5,0-4,0,5,3540.328,3375.034,6915.362
50,Bangladesh,2,Medium,2093,2093.5,0-4,0,5,3511.159,3347.207,6858.366
50,Bangladesh,2,Medium,2094,2094.5,0-4,0,5,3481.182,3318.439,6799.621
50,Bangladesh,2,Medium,2095,2095.5,0-4,0,5,3450.397,3288.796,6739.193
50,Bangladesh,2,Medium,2096,2096.5,0-4,0,5,3426.804,3266.655,6693.459
50,Bangladesh,2,Medium,2097,2097.5,0-4,0,5,3400.511,3241.785,6642.296
50,Bangladesh,2,Medium,2098,2098.5,0-4,0,5,3371.797,3214.405,6586.202
50,Bangladesh,2,Medium,2099,2099.5,0-4,0,5,3341.79,3185.593,6527.383
50,Bangladesh,2,Medium,2100,2100.5,0-4,0,5,3312.108,3156.952,6469.06
50,Bangladesh,2,Medium,1950,1950.5,5-9,5,5,2574.038,2440.724,5014.762
50,Bangladesh,2,Medium,1951,1951.5,5-9,5,5,2640.623,2511.664,5152.287
50,Bangladesh,2,Medium,1952,1952.5,5-9,5,5,2707.921,2580.963,5288.884
50,Bangladesh,2,Medium,1953,1953.5,5-9,5,5,2770.212,2643.445,5413.657
50,Bangladesh,2,Medium,1954,1954.5,5-9,5,5,2823.278,2695.932,5519.21
50,Bangladesh,2,Medium,1955,1955.5,5-9,5,5,2863.937,2736.735,5600.672
50,Bangladesh,2,Medium,1956,1956.5,5-9,5,5,2936.631,2811.667,5748.298
50,Bangladesh,2,Medium,1957,1957.5,5-9,5,5,3004.099,2883.673,5887.772
50,Bangladesh,2,Medium,1958,1958.5,5-9,5,5,3065.756,2951.565,6017.321
50,Bangladesh,2,Medium,1959,1959.5,5-9,5,5,3126.893,3018.826,6145.719
50,Bangladesh,2,Medium,1960,1960.5,5-9,5,5,3195.988,3091.343,6287.331
50,Bangladesh,2,Medium,1961,1961.5,5-9,5,5,3311.989,3207.651,6519.64
50,Bangladesh,2,Medium,1962,1962.5,5-9,5,5,3458.033,3349.33,6807.363
50,Bangladesh,2,Medium,1963,1963.5,5-9,5,5,3628.28,3510.519,7138.799
50,Bangladesh,2,Medium,1964,1964.5,5-9,5,5,3807.465,3677.574,7485.039
50,Bangladesh,2,Medium,1965,1965.5,5-9,5,5,3973.898,3831.616,7805.514
50,Bangladesh,2,Medium,1966,1966.5,5-9,5,5,4166.273,4014.057,8180.33
50,Bangladesh,2,Medium,1967,1967.5,5-9,5,5,4352.349,4190.851,8543.2
50,Bangladesh,2,Medium,1968,1968.5,5-9,5,5,4520.083,4350.541,8870.624
50,Bangladesh,2,Medium,1969,1969.5,5-9,5,5,4664.203,4487.727,9151.93
50,Bangladesh,2,Medium,1970,1970.5,5-9,5,5,4786.848,4603.729,9390.577
50,Bangladesh,2,Medium,1971,1971.5,5-9,5,5,4937.423,4744.85,9682.273
50,Bangladesh,2,Medium,1972,1972.5,5-9,5,5,5073.246,4871.152,9944.398
50,Bangladesh,2,Medium,1973,1973.5,5-9,5,5,5184.436,4974.49,10158.926
50,Bangladesh,2,Medium,1974,1974.5,5-9,5,5,5269.777,5054.31,10324.087
50,Bangladesh,2,Medium,1975,1975.5,5-9,5,5,5329.119,5110.354,10439.473
50,Bangladesh,2,Medium,1976,1976.5,5-9,5,5,5437.921,5224.619,10662.54
50,Bangladesh,2,Medium,1977,1977.5,5-9,5,5,5545.453,5342.21,10887.663
50,Bangladesh,2,Medium,1978,1978.5,5-9,5,5,5647.309,5456.426,11103.735
50,Bangladesh,2,Medium,1979,1979.5,5-9,5,5,5744.839,5563.667,11308.506
50,Bangladesh,2,Medium,1980,1980.5,5-9,5,5,5843.197,5663.587,11506.784
50,Bangladesh,2,Medium,1981,1981.5,5-9,5,5,5978.202,5801.375,11779.577
50,Bangladesh,2,Medium,1982,1982.5,5-9,5,5,6145.798,5958.696,12104.494
50,Bangladesh,2,Medium,1983,1983.5,5-9,5,5,6338.087,6130.007,12468.094
50,Bangladesh,2,Medium,1984,1984.5,5-9,5,5,6534.282,6301.639,12835.921
50,Bangladesh,2,Medium,1985,1985.5,5-9,5,5,6705.812,6453.859,13159.671
50,Bangladesh,2,Medium,1986,1986.5,5-9,5,5,6886.679,6615.959,13502.638
50,Bangladesh,2,Medium,1987,1987.5,5-9,5,5,7053.765,6771.537,13825.302
50,Bangladesh,2,Medium,1988,1988.5,5-9,5,5,7198.801,6911.635,14110.436
50,Bangladesh,2,Medium,1989,1989.5,5-9,5,5,7319.046,7030.262,14349.308
50,Bangladesh,2,Medium,1990,1990.5,5-9,5,5,7415.245,7124.001,14539.246
50,Bangladesh,2,Medium,1991,1991.5,5-9,5,5,7534.297,7237.357,14771.654
50,Bangladesh,2,Medium,1992,1992.5,5-9,5,5,7638.575,7338.896,14977.471
50,Bangladesh,2,Medium,1993,1993.5,5-9,5,5,7723.881,7424.609,15148.49
50,Bangladesh,2,Medium,1994,1994.5,5-9,5,5,7789.602,7492.475,15282.077
50,Bangladesh,2,Medium,1995,1995.5,5-9,5,5,7836.67,7541.123,15377.793
50,Bangladesh,2,Medium,1996,1996.5,5-9,5,5,7893.834,7597.632,15491.466
50,Bangladesh,2,Medium,1997,1997.5,5-9,5,5,7940.048,7641.463,15581.511
50,Bangladesh,2,Medium,1998,1998.5,5-9,5,5,7973.421,7670.798,15644.219
50,Bangladesh,2,Medium,1999,1999.5,5-9,5,5,7994.618,7687.727,15682.345
50,Bangladesh,2,Medium,2000,2000.5,5-9,5,5,8005.801,7696.679,15702.48
50,Bangladesh,2,Medium,2001,2001.5,5-9,5,5,8048.531,7733.587,15782.118
50,Bangladesh,2,Medium,2002,2002.5,5-9,5,5,8094.474,7774.102,15868.576
50,Bangladesh,2,Medium,2003,2003.5,5-9,5,5,8137.159,7812.805,15949.964
50,Bangladesh,2,Medium,2004,2004.5,5-9,5,5,8165.966,7841.538,16007.504
50,Bangladesh,2,Medium,2005,2005.5,5-9,5,5,8169.186,7850.661,16019.847
50,Bangladesh,2,Medium,2006,2006.5,5-9,5,5,8195.014,7870.541,16065.555
50,Bangladesh,2,Medium,2007,2007.5,5-9,5,5,8208.284,7883.595,16091.879
50,Bangladesh,2,Medium,2008,2008.5,5-9,5,5,8206.035,7883.462,16089.497
50,Bangladesh,2,Medium,2009,2009.5,5-9,5,5,8187.603,7865.848,16053.451
50,Bangladesh,2,Medium,2010,2010.5,5-9,5,5,8151.883,7827.678,15979.561
50,Bangladesh,2,Medium,2011,2011.5,5-9,5,5,8097.313,7778.668,15875.981
50,Bangladesh,2,Medium,2012,2012.5,5-9,5,5,8026.155,7710.158,15736.313
50,Bangladesh,2,Medium,2013,2013.5,5-9,5,5,7937.742,7621.998,15559.74
50,Bangladesh,2,Medium,2014,2014.5,5-9,5,5,7839.366,7523.782,15363.148
50,Bangladesh,2,Medium,2015,2015.5,5-9,5,5,7744.06,7430.525,15174.585
50,Bangladesh,2,Medium,2016,2016.5,5-9,5,5,7662.021,7348.266,15010.287
50,Bangladesh,2,Medium,2017,2017.5,5-9,5,5,7598.682,7285.856,14884.538
50,Bangladesh,2,Medium,2018,2018.5,5-9,5,5,7552.882,7240.939,14793.821
50,Bangladesh,2,Medium,2019,2019.5,5-9,5,5,7516.539,7205.409,14721.948
50,Bangladesh,2,Medium,2020,2020.5,5-9,5,5,7476.957,7167.474,14644.431
50,Bangladesh,2,Medium,2021,2021.5,5-9,5,5,7434.386,7125.683,14560.069
50,Bangladesh,2,Medium,2022,2022.5,5-9,5,5,7397.33,7089.532,14486.862
50,Bangladesh,2,Medium,2023,2023.5,5-9,5,5,7362.794,7055.291,14418.085
50,Bangladesh,2,Medium,2024,2024.5,5-9,5,5,7327.014,7019.681,14346.695
50,Bangladesh,2,Medium,2025,2025.5,5-9,5,5,7285.422,6979.253,14264.675
50,Bangladesh,2,Medium,2026,2026.5,5-9,5,5,7242.197,6936.264,14178.461
50,Bangladesh,2,Medium,2027,2027.5,5-9,5,5,7194.999,6890.834,14085.833
50,Bangladesh,2,Medium,2028,2028.5,5-9,5,5,7141.514,6839.799,13981.313
50,Bangladesh,2,Medium,2029,2029.5,5-9,5,5,7080.878,6782.067,13862.945
50,Bangladesh,2,Medium,2030,2030.5,5-9,5,5,7013.308,6717.905,13731.213
50,Bangladesh,2,Medium,2031,2031.5,5-9,5,5,6944.391,6650.811,13595.202
50,Bangladesh,2,Medium,2032,2032.5,5-9,5,5,6868.48,6577.663,13446.143
50,Bangladesh,2,Medium,2033,2033.5,5-9,5,5,6784.915,6496.987,13281.902
50,Bangladesh,2,Medium,2034,2034.5,5-9,5,5,6695.683,6410.766,13106.449
50,Bangladesh,2,Medium,2035,2035.5,5-9,5,5,6604.492,6323.099,12927.591
50,Bangladesh,2,Medium,2036,2036.5,5-9,5,5,6519.03,6239.744,12758.774
50,Bangladesh,2,Medium,2037,2037.5,5-9,5,5,6436.394,6159.974,12596.368
50,Bangladesh,2,Medium,2038,2038.5,5-9,5,5,6355.8,6082.188,12437.988
50,Bangladesh,2,Medium,2039,2039.5,5-9,5,5,6275.443,6004.597,12280.04
50,Bangladesh,2,Medium,2040,2040.5,5-9,5,5,6192.84,5925.123,12117.963
50,Bangladesh,2,Medium,2041,2041.5,5-9,5,5,6114.425,5848.748,11963.173
50,Bangladesh,2,Medium,2042,2042.5,5-9,5,5,6038.628,5775.63,11814.258
50,Bangladesh,2,Medium,2043,2043.5,5-9,5,5,5964.417,5703.932,11668.349
50,Bangladesh,2,Medium,2044,2044.5,5-9,5,5,5890.918,5632.757,11523.675
50,Bangladesh,2,Medium,2045,2045.5,5-9,5,5,5817.243,5561.606,11378.849
50,Bangladesh,2,Medium,2046,2046.5,5-9,5,5,5749.705,5496.04,11245.745
50,Bangladesh,2,Medium,2047,2047.5,5-9,5,5,5686.081,5434.844,11120.925
50,Bangladesh,2,Medium,2048,2048.5,5-9,5,5,5625.134,5375.924,11001.058
50,Bangladesh,2,Medium,2049,2049.5,5-9,5,5,5565.474,5317.912,10883.386
50,Bangladesh,2,Medium,2050,2050.5,5-9,5,5,5505.493,5259.7,10765.193
50,Bangladesh,2,Medium,2051,2051.5,5-9,5,5,5450.427,5206.305,10656.732
50,Bangladesh,2,Medium,2052,2052.5,5-9,5,5,5399.037,5156.95,10555.987
50,Bangladesh,2,Medium,2053,2053.5,5-9,5,5,5349.693,5109.277,10458.97
50,Bangladesh,2,Medium,2054,2054.5,5-9,5,5,5300.247,5061.186,10361.433
50,Bangladesh,2,Medium,2055,2055.5,5-9,5,5,5248.174,5010.562,10258.736
50,Bangladesh,2,Medium,2056,2056.5,5-9,5,5,5197.478,4961.536,10159.014
50,Bangladesh,2,Medium,2057,2057.5,5-9,5,5,5146.017,4912.341,10058.358
50,Bangladesh,2,Medium,2058,2058.5,5-9,5,5,5092.472,4860.871,9953.343
50,Bangladesh,2,Medium,2059,2059.5,5-9,5,5,5036.853,4807.041,9843.894
50,Bangladesh,2,Medium,2060,2060.5,5-9,5,5,4980.024,4751.955,9731.979
50,Bangladesh,2,Medium,2061,2061.5,5-9,5,5,4926.883,4700.853,9627.736
50,Bangladesh,2,Medium,2062,2062.5,5-9,5,5,4875.381,4651.887,9527.268
50,Bangladesh,2,Medium,2063,2063.5,5-9,5,5,4824.385,4603.047,9427.432
50,Bangladesh,2,Medium,2064,2064.5,5-9,5,5,4772.942,4553.31,9326.252
50,Bangladesh,2,Medium,2065,2065.5,5-9,5,5,4720.19,4502.156,9222.346
50,Bangladesh,2,Medium,2066,2066.5,5-9,5,5,4670.78,4454.799,9125.579
50,Bangladesh,2,Medium,2067,2067.5,5-9,5,5,4623.796,4410.263,9034.059
50,Bangladesh,2,Medium,2068,2068.5,5-9,5,5,4577.948,4366.414,8944.362
50,Bangladesh,2,Medium,2069,2069.5,5-9,5,5,4532.032,4322.019,8854.051
50,Bangladesh,2,Medium,2070,2070.5,5-9,5,5,4484.86,4276.273,8761.133
50,Bangladesh,2,Medium,2071,2071.5,5-9,5,5,4440.728,4233.945,8674.673
50,Bangladesh,2,Medium,2072,2072.5,5-9,5,5,4398.75,4194.181,8592.931
50,Bangladesh,2,Medium,2073,2073.5,5-9,5,5,4357.684,4154.935,8512.619
50,Bangladesh,2,Medium,2074,2074.5,5-9,5,5,4316.503,4115.174,8431.677
50,Bangladesh,2,Medium,2075,2075.5,5-9,5,5,4274.259,4074.318,8348.577
50,Bangladesh,2,Medium,2076,2076.5,5-9,5,5,4235.276,4036.907,8272.183
50,Bangladesh,2,Medium,2077,2077.5,5-9,5,5,4198.885,4002.618,8201.503
50,Bangladesh,2,Medium,2078,2078.5,5-9,5,5,4163.621,3969.172,8132.793
50,Bangladesh,2,Medium,2079,2079.5,5-9,5,5,4127.97,3935.023,8062.993
50,Bangladesh,2,Medium,2080,2080.5,5-9,5,5,4090.36,3898.942,7989.302
50,Bangladesh,2,Medium,2081,2081.5,5-9,5,5,4055.325,3865.308,7920.633
50,Bangladesh,2,Medium,2082,2082.5,5-9,5,5,4021.539,3833.5,7855.039
50,Bangladesh,2,Medium,2083,2083.5,5-9,5,5,3987.561,3801.266,7788.827
50,Bangladesh,2,Medium,2084,2084.5,5-9,5,5,3952.493,3767.682,7720.175
50,Bangladesh,2,Medium,2085,2085.5,5-9,5,5,3915.754,3732.546,7648.3
50,Bangladesh,2,Medium,2086,2086.5,5-9,5,5,3882.441,3700.498,7582.939
50,Bangladesh,2,Medium,2087,2087.5,5-9,5,5,3851.093,3670.977,7522.07
50,Bangladesh,2,Medium,2088,2088.5,5-9,5,5,3820.244,3641.693,7461.937
50,Bangladesh,2,Medium,2089,2089.5,5-9,5,5,3788.455,3611.223,7399.678
50,Bangladesh,2,Medium,2090,2090.5,5-9,5,5,3754.266,3578.577,7332.843
50,Bangladesh,2,Medium,2091,2091.5,5-9,5,5,3722.526,3547.964,7270.49
50,Bangladesh,2,Medium,2092,2092.5,5-9,5,5,3691.797,3518.939,7210.736
50,Bangladesh,2,Medium,2093,2093.5,5-9,5,5,3660.691,3489.376,7150.067
50,Bangladesh,2,Medium,2094,2094.5,5-9,5,5,3628.353,3458.444,7086.797
50,Bangladesh,2,Medium,2095,2095.5,5-9,5,5,3594.234,3425.999,7020.233
50,Bangladesh,2,Medium,2096,2096.5,5-9,5,5,3563.534,3396.377,6959.911
50,Bangladesh,2,Medium,2097,2097.5,5-9,5,5,3535.013,3369.493,6904.506
50,Bangladesh,2,Medium,2098,2098.5,5-9,5,5,3507.211,3343.108,6850.319
50,Bangladesh,2,Medium,2099,2099.5,5-9,5,5,3478.649,3315.781,6794.43
50,Bangladesh,2,Medium,2100,2100.5,5-9,5,5,3447.807,3286.427,6734.234
